year,quarter,brand,model,count
2024,4,ORA,ORA FUNKY CAT,19
2024,4,HONDA,HONDA ACCORD,19
2024,4,MCLAREN,MCLAREN ARTURA,19
2024,4,DS,DS DS4,18
2024,4,FORD,FORD ALLIED,18
2024,4,MINI,MINI CLUBMAN,18
2024,4,HYUNDAI,HYUNDAI I30,18
2024,4,VOLVO,VOLVO S60,18
2024,4,FIAT,FIAT PANDA,18
2024,4,KGM,KGM KORANDO,17
2024,4,SUBARU,SUBARU LEGACY,17
2024,4,GENESIS,GENESIS G70,16
2024,4,JEEP,JEEP GRAND CHEROKEE,16
2024,4,NISSAN,NISSAN SKYLINE,16
2024,4,MERCEDES-BENZ,MERCEDES-BENZ S580 MYBCH NT SERIES MHEV 4M A,16
2024,4,ASTON MARTIN,ASTON MARTIN VANQUISH,15
2024,4,BMW,BMW M1,15
2024,4,BMW,BMW ALPINA,14
2024,4,FIAT,FIAT MODEL MISSING,14
2024,4,MERCEDES,MERCEDES EQV CLASS,13
2024,4,MAZDA,MAZDA CX-80 EXCLUSIVE-LINE D MHEV A,13
2024,4,VOLKSWAGEN,VOLKSWAGEN SHARAN,13
2024,4,LEXUS,LEXUS LM 350H,13
2024,4,MERCEDES,MERCEDES CLE 300 PREMIER ED MHEV 4M A,13
2024,4,ASTON MARTIN,ASTON MARTIN MODEL MISSING,13
2024,4,AUDI,AUDI TT,13
2024,4,GENESIS,GENESIS GV80,13
2024,4,NISSAN,NISSAN SILVIA,13
2024,4,MINI,MINI MODEL MISSING,12
2024,4,MERCEDES,MERCEDES CLE 450 AMG,12
2024,4,TOYOTA,TOYOTA CROWN,12
2024,4,JAGUAR,JAGUAR E TYPE,12
2024,4,NISSAN,NISSAN CUBE,12
2024,4,MG,MG MODEL MISSING,11
2024,4,MERCEDES-BENZ,MERCEDES-BENZ E 220 EXCLUSIVE,11
2024,4,VOLVO,VOLVO S90,11
2024,4,AUDI,AUDI RS5,11
2024,4,CADILLAC,CADILLAC MODEL MISSING,11
2024,4,FERRARI,FERRARI MODEL MISSING,11
2024,4,MERCEDES-BENZ,MERCEDES-BENZ AMG GT,11
2024,4,MAXUS,MAXUS DELIVER,10
2024,4,DACIA,DACIA MODEL MISSING,10
2024,4,JAGUAR,JAGUAR XJ SERIES,10
2024,4,MERCEDES,MERCEDES 200,10
2024,4,PEUGEOT,PEUGEOT HORIZON,10
2024,4,VAUXHALL,VAUXHALL MODEL MISSING,10
2024,4,MERCEDES,MERCEDES CLE 220 PREMIER,10
2024,4,AUSTIN HEALEY,AUSTIN HEALEY MODEL MISSING,10
2024,4,FORD,FORD CORTINA,10
2024,4,MERCEDES-BENZ,MERCEDES-BENZ E 300,10
2024,4,MERCEDES-BENZ,MERCEDES-BENZ AMG E,10
2024,4,JAGUAR,JAGUAR XE SERIES,9
2024,4,ALFA ROMEO,ALFA ROMEO MODEL MISSING,9
2024,4,AUDI,AUDI RS7,9
2024,4,HONDA,HONDA INTEGRA,9
2024,4,MITSUBISHI,MITSUBISHI LANCER,9
2024,4,SEAT,SEAT TARRACO,9
2024,4,MERCEDES-BENZ,MERCEDES-BENZ E 300 EXCLUSIVE PREMIUM,9
2024,4,GENESIS,GENESIS G80,8
2024,4,MERCEDES-BENZ,MERCEDES-BENZ AMG EQE,8
2024,4,AUDI,AUDI S7,8
2024,4,LAND ROVER,LAND ROVER FREELANDER,8
2024,4,TOYOTA,TOYOTA HIACE,8
2024,4,FERRARI,FERRARI 12CILINDRI CAVALINO S-A,8
2024,4,MASERATI,MASERATI GRANTURISMO,7
2024,4,MERCEDES-BENZ,MERCEDES-BENZ EQV 300 EXECUTIVE EXTRA-LONG,7
2024,4,MERCEDES,MERCEDES G CLASS,7
2024,4,OPEL,OPEL MODEL MISSING,7
2024,4,TOYOTA,TOYOTA SIENTA,7
2024,4,CHEVROLET GMC,CHEVROLET GMC CORVETTE,7
2024,4,JEEP,JEEP CHEROKEE,7
2024,4,MAZDA,MAZDA BONGO FRIENDEE A,7
2024,4,ROLLS ROYCE,ROLLS ROYCE PHANTOM,7
2024,4,TOYOTA,TOYOTA FJ CRUISER,7
2024,4,MERCEDES,MERCEDES 300,6
2024,4,TOYOTA,TOYOTA SOARER,6
2024,4,TOYOTA,TOYOTA SPRINTER,6
2024,4,CHEVROLET GMC,CHEVROLET GMC CAMARO,6
2024,4,MCLAREN,MCLAREN GT,6
2024,4,MORGAN,MORGAN PLUS 6,6
2024,4,TOYOTA,TOYOTA SUPRA,6
2024,4,VOLVO,VOLVO C30,6
2024,4,ARIEL,ARIEL MODEL MISSING,5
2024,4,AUDI,AUDI E-TRON,5
2024,4,SMART,SMART 3 25TH ANNIVERSARY,5
2024,4,LONDON TAXIS INT,LONDON TAXIS INT. MODEL MISSING,5
2024,4,SEAT,SEAT MODEL MISSING,5
2024,4,MERCEDES-BENZ,MERCEDES-BENZ E 450 EXCLUSVE,5
2024,4,HONDA,HONDA INSIGHT,5
2024,4,MERCEDES,MERCEDES COLEMAN MILNE,5
2024,4,ALFA ROMEO,ALFA ROMEO GIULIETTA,5
2024,4,BMW,BMW M5,5
2024,4,FORD,FORD GRANADA,5
2024,4,LANCIA,LANCIA FULVIA,5
2024,4,LEXUS,LEXUS IS 200,5
2024,4,MASERATI,MASERATI MC20,5
2024,4,MAZDA,MAZDA RX-7,5
2024,4,ROLLS ROYCE,ROLLS ROYCE GHOST,5
2024,4,SMART,SMART MODEL MISSING,5
2024,4,TOYOTA,TOYOTA ALTEZZA,5
2024,4,AUSTIN,AUSTIN MODEL MISSING,4
2024,4,BMW,BMW I3,4
2024,4,MASERATI,MASERATI GRANCABRIO,4
2024,4,PEUGEOT,PEUGEOT RIFTER ALLURE BLUEHDI,4
2024,4,SKYWELL,SKYWELL BE11 LONG RANGE,4
2024,4,TESLA,TESLA MODEL MISSING,4
2024,4,PONTIAC,PONTIAC MODEL MISSING,4
2024,4,TOYOTA,TOYOTA HILUX,4
2024,4,VOLKSWAGEN,VOLKSWAGEN JETTA,4
2024,4,DS,DS DS 4 ETOILE,4
2024,4,LEXUS,LEXUS LS 600,4
2024,4,MERCEDES-BENZ,MERCEDES-BENZ E 200,4
2024,4,MERCEDES-BENZ,MERCEDES-BENZ E 450 AMG LINE,4
2024,4,SUBARU,SUBARU CROSSTREK LTD EBXR SYM AWD CVT,4
2024,4,TOYOTA,TOYOTA CAVALIER,4
2024,4,TOYOTA,TOYOTA TOWNACE,4
2024,4,AUSTIN,AUSTIN MINI,4
2024,4,BMW,BMW Z3,4
2024,4,CHEVROLET GMC,CHEVROLET GMC IMPALA,4
2024,4,FERRARI,FERRARI DAYTONA,4
2024,4,FIAT,FIAT 126,4
2024,4,HONDA,HONDA S2000,4
2024,4,INEOS,INEOS MODEL MISSING,4
2024,4,LEXUS,LEXUS IS 250,4
2024,4,MASERATI,MASERATI LEVANTE,4
2024,4,MAZDA,MAZDA DEMIO,4
2024,4,MINI,MINI ONE,4
2024,4,MORRIS,MORRIS MINOR,4
2024,4,NISSAN,NISSAN MARCH,4
2024,4,PEUGEOT,PEUGEOT 108,4
2024,4,ROLLS ROYCE,ROLLS ROYCE MODEL MISSING,4
2024,4,ROVER,ROVER MINI,4
2024,4,TOYOTA,TOYOTA CELICA,4
2024,4,VOLVO,VOLVO 850,4
2024,4,VOLVO,VOLVO V50,4
2024,4,MERCEDES-BENZ,MERCEDES-BENZ EQS 350 BUSINESS CLASS,3
2024,4,POLESTAR,POLESTAR MODEL MISSING,3
2024,4,TESLA,TESLA MODEL S,3
2024,4,TESLA,TESLA MODEL X,3
2024,4,VOLKSWAGEN,VOLKSWAGEN ID7 PRO LAUNCH EDITION 1,3
2024,4,XPENG,XPENG G6 LONG RANGE,3
2024,4,CITROEN,CITROEN RELAY,3
2024,4,FORD,FORD GRAND C-MAX,3
2024,4,FORD,FORD S-MAX,3
2024,4,MAXUS,MAXUS MODEL MISSING,3
2024,4,PEUGEOT,PEUGEOT 406,3
2024,4,VAUXHALL,VAUXHALL INSIGNIA,3
2024,4,LEXUS,LEXUS CT 200,3
2024,4,TOYOTA,TOYOTA HIGHLANDER,3
2024,4,ABARTH,ABARTH 595,3
2024,4,ALFA ROMEO,ALFA ROMEO SPIDER,3
2024,4,AUDI,AUDI S8,3
2024,4,BMW,BMW 6 SERIES,3
2024,4,BUGATTI,BUGATTI MODEL MISSING,3
2024,4,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,3
2024,4,CHRYSLER,CHRYSLER MODEL MISSING,3
2024,4,FERRARI,FERRARI 488,3
2024,4,FIAT,FIAT 124,3
2024,4,FIAT,FIAT TIPO,3
2024,4,FORD,FORD ANGLIA,3
2024,4,JAGUAR,JAGUAR XK SERIES,3
2024,4,LAMBORGHINI,LAMBORGHINI MODEL MISSING,3
2024,4,MERCEDES,MERCEDES CLK CLASS,3
2024,4,MERCEDES,MERCEDES SLK CLASS,3
2024,4,MERCEDES-BENZ,MERCEDES-BENZ AMG A 45 S 4MATIC+ LEGACY ED A,3
2024,4,MG,MG MGB,3
2024,4,NISSAN,NISSAN PULSAR,3
2024,4,PORSCHE,PORSCHE 928,3
2024,4,PORSCHE,PORSCHE CAYMAN,3
2024,4,RENAULT,RENAULT 4,3
2024,4,ROVER,ROVER MODEL MISSING,3
2024,4,SUBARU,SUBARU XV,3
2024,4,TOYOTA,TOYOTA 4-RUNNER,3
2024,4,TOYOTA,TOYOTA AURIS,3
2024,4,TRIUMPH,TRIUMPH TR4,3
2024,4,TRIUMPH,TRIUMPH TR6,3
2024,4,MERCEDES-BENZ,MERCEDES-BENZ S 580 L AMG,3
2024,4,FISKER,FISKER OCEAN,2
2024,4,LOTUS,LOTUS MODEL MISSING,2
2024,4,MERCEDES,MERCEDES EQC CLASS,2
2024,4,MOKE AUTOMIBILI,MOKE AUTOMIBILI MODEL MISSING,2
2024,4,XPENG,XPENG G6 STANDARD RANGE,2
2024,4,KIA,KIA RIO,2
2024,4,MERCEDES,MERCEDES VIANO,2
2024,4,NISSAN,NISSAN PATROL,2
2024,4,MERCEDES,MERCEDES CLE 200 PREMIER,2
2024,4,NISSAN,NISSAN NOTE,2
2024,4,ALFA ROMEO,ALFA ROMEO GTV,2
2024,4,ASTON MARTIN,ASTON MARTIN DB5,2
2024,4,ASTON MARTIN,ASTON MARTIN DBS,2
2024,4,AUSTIN,AUSTIN SEVEN,2
2024,4,CITROEN,CITROEN 2CV,2
2024,4,DAIHATSU,DAIHATSU HI-JET,2
2024,4,DAIMLER,DAIMLER DOUBLE SIX,2
2024,4,DATSUN,DATSUN MODEL MISSING,2
2024,4,FERRARI,FERRARI 812,2
2024,4,GENERAL MOTORS,GENERAL MOTORS MODEL MISSING,2
2024,4,GORDON MURRAY,GORDON MURRAY T.50,2
2024,4,HOLDEN,HOLDEN MODEL MISSING,2
2024,4,HONDA,HONDA N-VAN,2
2024,4,HONDA,HONDA PRELUDE,2
2024,4,KGM,KGM ACTYON K50 AUTO,2
2024,4,KIA,KIA PRO CEED,2
2024,4,LANCIA,LANCIA MODEL MISSING,2
2024,4,LEXUS,LEXUS IS F,2
2024,4,LEYLAND CARS,LEYLAND CARS MINI,2
2024,4,LOTUS,LOTUS ELISE,2
2024,4,MERCEDES,MERCEDES 400,2
2024,4,MERCURY,MERCURY MODEL MISSING,2
2024,4,MG,MG MGA,2
2024,4,MITSUBISHI,MITSUBISHI ASX,2
2024,4,MITSUBISHI,MITSUBISHI COLT,2
2024,4,MITSUBISHI,MITSUBISHI PAJERO,2
2024,4,MORGAN,MORGAN ROADSTER,2
2024,4,MORRIS,MORRIS MODEL MISSING,2
2024,4,OLDSMOBILE,OLDSMOBILE MODEL MISSING,2
2024,4,OPEL,OPEL KADETT,2
2024,4,PEUGEOT,PEUGEOT 107,2
2024,4,PEUGEOT,PEUGEOT 205,2
2024,4,PORSCHE,PORSCHE CARRERA,2
2024,4,RUF,RUF MODEL MISSING,2
2024,4,SAAB,SAAB 9-3,2
2024,4,SKODA,SKODA CITIGO,2
2024,4,SMART,SMART FORTWO,2
2024,4,TOYOTA,TOYOTA CARINA,2
2024,4,TOYOTA,TOYOTA GT86,2
2024,4,TRIUMPH,TRIUMPH TR3,2
2024,4,VOLKSWAGEN,VOLKSWAGEN 181,2
2024,4,VOLKSWAGEN,VOLKSWAGEN KARMANN GHIA,2
2024,4,DS,DS DS9,2
2024,4,PEUGEOT,PEUGEOT 508 PSE S/S PHEV 4X4 AUTO,2
2024,4,KIA,KIA SOUL,1
2024,4,XPENG,XPENG MODEL MISSING,1
2024,4,CITROEN,CITROEN ALLIED ELUNAR,1
2024,4,CITROEN,CITROEN C6,1
2024,4,COLEMAN MILNE,COLEMAN MILNE MODEL MISSING,1
2024,4,FIAT,FIAT BURSTNER,1
2024,4,FIAT,FIAT DUCATO,1
2024,4,FIAT,FIAT QUBO,1
2024,4,FORD,FORD C-MAX,1
2024,4,HYUNDAI,HYUNDAI I800,1
2024,4,MINI,MINI PACEMAN,1
2024,4,MITSUBISHI,MITSUBISHI L300,1
2024,4,PEUGEOT,PEUGEOT 207,1
2024,4,SKODA,SKODA FAVORIT,1
2024,4,SKODA,SKODA RAPID,1
2024,4,SKODA,SKODA YETI,1
2024,4,SMC,SMC MODEL MISSING,1
2024,4,SSANGYONG,SSANGYONG MODEL MISSING,1
2024,4,SUNLIGHT,SUNLIGHT MODEL MISSING,1
2024,4,TATA,TATA MODEL MISSING,1
2024,4,TATA,TATA SAFARI,1
2024,4,VAUXHALL,VAUXHALL MERIVA,1
2024,4,VAUXHALL,VAUXHALL VECTRA,1
2024,4,VOLKSWAGEN,VOLKSWAGEN CALIFORNIA,1
2024,4,VOLKSWAGEN,VOLKSWAGEN CARAVELLE,1
2024,4,ASTON MARTIN,ASTON MARTIN VALKYRIE,1
2024,4,LEXUS,LEXUS GS 300,1
2024,4,LEXUS,LEXUS IS 300,1
2024,4,LEXUS,LEXUS LS 500,1
2024,4,MERCEDES,MERCEDES CLE 450 PREMIER,1
2024,4,MITSUBISHI,MITSUBISHI OUTLANDER,1
2024,4,MOBILVETTA,MOBILVETTA MODEL MISSING,1
2024,4,NISSAN,NISSAN KUBISTAR,1
2024,4,SANTANA,SANTANA MODEL MISSING,1
2024,4,TOYOTA,TOYOTA CORONA,1
2024,4,TOYOTA,TOYOTA HARRIER,1
2024,4,TOYOTA,TOYOTA PREVIA,1
2024,4,AC,AC MODEL MISSING,1
2024,4,ACURA,ACURA MDX,1
2024,4,ACURA,ACURA MODEL MISSING,1
2024,4,ALFA ROMEO,ALFA ROMEO 159,1
2024,4,ALFA ROMEO,ALFA ROMEO 2000,1
2024,4,ASTON MARTIN,ASTON MARTIN DB4,1
2024,4,ASTON MARTIN,ASTON MARTIN DB6,1
2024,4,ASTON MARTIN,ASTON MARTIN DB9,1
2024,4,ASTON MARTIN,ASTON MARTIN V12 VANQUISH,1
2024,4,ASTON MARTIN,ASTON MARTIN VOLANTE,1
2024,4,AUDI,AUDI 80,1
2024,4,AUDI,AUDI RSQ3,1
2024,4,AUDI,AUDI S1,1
2024,4,AUSTIN,AUSTIN A40,1
2024,4,AUSTIN,AUSTIN A50,1
2024,4,AUSTIN,AUSTIN SPRITE,1
2024,4,BENTLEY,BENTLEY AZURE,1
2024,4,BENTLEY,BENTLEY MULSANNE,1
2024,4,BMW,BMW 1802,1
2024,4,BMW,BMW 2002,1
2024,4,BUICK,BUICK MODEL MISSING,1
2024,4,BUICK,BUICK RIVIERA,1
2024,4,CHEVROLET,CHEVROLET LACETTI,1
2024,4,CHEVROLET GMC,CHEVROLET GMC BELAIR,1
2024,4,CHEVROLET GMC,CHEVROLET GMC CHEVELLE,1
2024,4,CHEVROLET GMC,CHEVROLET GMC TAHOE,1
2024,4,CITROEN,CITROEN AMI,1
2024,4,CITROEN,CITROEN DS,1
2024,4,CITROEN,CITROEN DYANE,1
2024,4,CORVETTE,CORVETTE MODEL MISSING,1
2024,4,CUPRA,CUPRA MODEL MISSING,1
2024,4,DAIHATSU,DAIHATSU MIRA,1
2024,4,DAIHATSU,DAIHATSU MODEL MISSING,1
2024,4,DAIHATSU,DAIHATSU MOVE,1
2024,4,DAIMLER,DAIMLER MODEL MISSING,1
2024,4,DATSUN,DATSUN 510,1
2024,4,DATSUN,DATSUN BLUEBIRD,1
2024,4,DENNIS,DENNIS MODEL MISSING,1
2024,4,FERRARI,FERRARI F8,1
2024,4,FERRARI,FERRARI FF,1
2024,4,FERRARI,FERRARI MONZA,1
2024,4,FIAT,FIAT 850,1
2024,4,FIAT,FIAT BARCHETTA,1
2024,4,FIAT,FIAT DINO,1
2024,4,FIAT,FIAT FIORINO,1
2024,4,FIAT,FIAT STRADA,1
2024,4,FIAT,FIAT X1/9,1
2024,4,FORD,FORD CAPRI,1
2024,4,FORD,FORD CONSUL,1
2024,4,FORD,FORD CROWN VICTORIA,1
2024,4,FORD,FORD ECOSPORT,1
2024,4,FORD,FORD KA,1
2024,4,FORD,FORD POPULAR,1
2024,4,FORD,FORD SIERRA,1
2024,4,FORD,FORD THUNDERBIRD,1
2024,4,GREAT WALL,GREAT WALL MODEL MISSING,1
2024,4,HILLMAN,HILLMAN IMP,1
2024,4,HONDA,HONDA NSX,1
2024,4,HONDA,HONDA S660,1
2024,4,HOUSEHAM,HOUSEHAM MODEL MISSING,1
2024,4,HUMBER,HUMBER MODEL MISSING,1
2024,4,INFINITI,INFINITI G37,1
2024,4,INFINITI,INFINITI MODEL MISSING,1
2024,4,INFINITI,INFINITI QX30,1
2024,4,ISUZU,ISUZU MODEL MISSING,1
2024,4,IVECO,IVECO MODEL MISSING,1
2024,4,JAGUAR,JAGUAR MK VII,1
2024,4,JAGUAR,JAGUAR S TYPE,1
2024,4,KOENIGSEGG,KOENIGSEGG MODEL MISSING,1
2024,4,LADA,LADA NIVA,1
2024,4,LAMBRETTA,LAMBRETTA MODEL MISSING,1
2024,4,LANCIA,LANCIA DELTA,1
2024,4,LAND ROVER,LAND ROVER 88,1
2024,4,LEXUS,LEXUS LC 500,1
2024,4,LEXUS,LEXUS SC 430,1
2024,4,LINCOLN,LINCOLN MODEL MISSING,1
2024,4,LOTUS,LOTUS ELAN,1
2024,4,LOTUS,LOTUS EUROPA,1
2024,4,LOTUS,LOTUS SEVEN,1
2024,4,MASERATI,MASERATI COUPE,1
2024,4,MASERATI,MASERATI GRANSPORT,1
2024,4,MASERATI,MASERATI MODEL MISSING,1
2024,4,MASERATI,MASERATI QUATTROPORTE,1
2024,4,MAZDA,MAZDA 6,1
2024,4,MCC,MCC MODEL MISSING,1
2024,4,MCLAREN,MCLAREN MODEL MISSING,1
2024,4,MERCEDES,MERCEDES 190,1
2024,4,MERCEDES,MERCEDES SL CLASS,1
2024,4,MERCEDES,MERCEDES SLS CLASS,1
2024,4,MG,MG MGC,1
2024,4,MG,MG MIDGET,1
2024,4,MG,MG RV8,1
2024,4,MG,MG TD/TF,1
2024,4,MITSUBISHI,MITSUBISHI DELICA,1
2024,4,MITSUBISHI,MITSUBISHI ECLIPSE,1
2024,4,MK SPORTSCARS,MK SPORTSCARS MODEL MISSING,1
2024,4,MORGAN,MORGAN 4/4,1
2024,4,MORGAN,MORGAN MODEL MISSING,1
2024,4,MORRIS,MORRIS MINI,1
2024,4,NISSAN,NISSAN 200,1
2024,4,NISSAN,NISSAN PRIMERA,1
2024,4,NISSAN,NISSAN TOWNSTAR,1
2024,4,NOBLE,NOBLE MODEL MISSING,1
2024,4,NSU,NSU RO80,1
2024,4,OLDSMOBILE,OLDSMOBILE TORONADO,1
2024,4,OMODA,OMODA MODEL MISSING,1
2024,4,OPEL,OPEL ASCONA,1
2024,4,OPEL,OPEL CORSA,1
2024,4,OPEL,OPEL MONZA,1
2024,4,OPEL,OPEL OLYMPIA,1
2024,4,PEUGEOT,PEUGEOT 206,1
2024,4,PEUGEOT,PEUGEOT 309,1
2024,4,PEUGEOT,PEUGEOT 404,1
2024,4,PEUGEOT,PEUGEOT 504,1
2024,4,PONTIAC,PONTIAC BONNEVILLE,1
2024,4,PONTIAC,PONTIAC FIREBIRD,1
2024,4,PORSCHE,PORSCHE BOXSTER,1
2024,4,R-VISION,R-VISION MODEL MISSING,1
2024,4,RENAULT,RENAULT 16,1
2024,4,RENAULT,RENAULT 19,1
2024,4,RENAULT,RENAULT 5,1
2024,4,RENAULT,RENAULT CARAVELLE,1
2024,4,RENAULT,RENAULT KADJAR,1
2024,4,RENAULT,RENAULT TWINGO,1
2024,4,RILEY,RILEY MODEL MISSING,1
2024,4,ROLLS ROYCE,ROLLS ROYCE DAWN,1
2024,4,ROLLS ROYCE,ROLLS ROYCE SILVER SERAPH,1
2024,4,SAVIEM,SAVIEM MODEL MISSING,1
2024,4,SIMCA,SIMCA 1100,1
2024,4,SKODA,SKODA ROOMSTER,1
2024,4,SUNBEAM,SUNBEAM IMP,1
2024,4,SUZUKI,SUZUKI ALTO,1
2024,4,SUZUKI,SUZUKI GRAND VITARA,1
2024,4,SUZUKI,SUZUKI LJ,1
2024,4,TEREX,TEREX TV1200,1
2024,4,TOYOTA,TOYOTA AVENSIS,1
2024,4,TOYOTA,TOYOTA CENTURY,1
2024,4,TOYOTA,TOYOTA CRESSIDA,1
2024,4,TOYOTA,TOYOTA GR86,1
2024,4,TOYOTA,TOYOTA MARK II,1
2024,4,TOYOTA,TOYOTA MR2,1
2024,4,TRIUMPH,TRIUMPH MODEL MISSING,1
2024,4,TRIUMPH,TRIUMPH SPITFIRE,1
2024,4,TRIUMPH,TRIUMPH STAG,1
2024,4,TVR,TVR GRIFFITH,1
2024,4,UMM,UMM MODEL MISSING,1
2024,4,VAUXHALL,VAUXHALL OMEGA,1
2024,4,VAUXHALL,VAUXHALL VIVA,1
2024,4,VAUXHALL,VAUXHALL ZAFIRA,1
2024,4,VOLKSWAGEN,VOLKSWAGEN FOX,1
2024,4,VOLKSWAGEN,VOLKSWAGEN LUPO,1
2024,4,VOLKSWAGEN,VOLKSWAGEN SANTANA,1
2024,4,VOLKSWAGEN,VOLKSWAGEN SCIROCCO,1
2024,4,VOLVO,VOLVO 122,1
2024,4,VOLVO,VOLVO 740,1
2024,4,VOLVO,VOLVO S80,1
2024,4,VOLVO,VOLVO XC70,1
2024,4,WESTFIELD,WESTFIELD MODEL MISSING,1
2024,4,YUAN,YUAN MODEL MISSING,1
2024,4,ZENOS,ZENOS E10,1
2024,4,MERCEDES-BENZ,MERCEDES-BENZ AMG GLE 53 E 4MATIC+ AUTO,1
2025,1,FORD,FORD PUMA,14934
2025,1,KIA,KIA SPORTAGE,12860
2025,1,TOYOTA,TOYOTA YARIS,11874
2025,1,NISSAN,NISSAN QASHQAI,11791
2025,1,VAUXHALL,VAUXHALL CORSA,11485
2025,1,VOLKSWAGEN,VOLKSWAGEN GOLF,11358
2025,1,VOLKSWAGEN,VOLKSWAGEN TIGUAN,10690
2025,1,NISSAN,NISSAN JUKE,10418
2025,1,MG,MG HS,9738
2025,1,MG,MG ZS,9038
2025,1,VOLVO,VOLVO XC40,8613
2025,1,FORD,FORD KUGA,8175
2025,1,PEUGEOT,PEUGEOT 2008,8041
2025,1,VOLKSWAGEN,VOLKSWAGEN T-ROC,7859
2025,1,VOLKSWAGEN,VOLKSWAGEN POLO,7812
2025,1,PEUGEOT,PEUGEOT 3008,7705
2025,1,VAUXHALL,VAUXHALL MOKKA,7354
2025,1,HYUNDAI,HYUNDAI TUCSON,7264
2025,1,PEUGEOT,PEUGEOT 208,6758
2025,1,BYD,BYD SEAL DESIGN EV,6614
2025,1,TESLA,TESLA MODEL Y,6426
2025,1,LAND ROVER,LAND ROVER RANGE ROVER EVOQUE,6276
2025,1,TESLA,TESLA MODEL 3,6034
2025,1,BMW,BMW 1 SERIES,5480
2025,1,VAUXHALL,VAUXHALL GRANDLAND,5474
2025,1,HONDA,HONDA JAZZ,5437
2025,1,MINI,MINI COOPER,5409
2025,1,AUDI,AUDI A3,4930
2025,1,FORD,FORD FOCUS,4570
2025,1,HYUNDAI,HYUNDAI KONA,4546
2025,1,RENAULT,RENAULT CLIO,4494
2025,1,KIA,KIA NIRO,4448
2025,1,HYUNDAI,HYUNDAI I10,4387
2025,1,AUDI,AUDI Q4,4347
2025,1,BMW,BMW IX,4302
2025,1,LAND ROVER,LAND ROVER DEFENDER,4237
2025,1,TOYOTA,TOYOTA C-HR,4152
2025,1,NISSAN,NISSAN X-TRAIL,4116
2025,1,TOYOTA,TOYOTA AYGO,3880
2025,1,KIA,KIA EV3 AIR,3870
2025,1,LAND ROVER,LAND ROVER DISCOVERY,3829
2025,1,SKODA,SKODA KODIAQ,3722
2025,1,JEEP,JEEP AVENGER,3660
2025,1,SUZUKI,SUZUKI SWIFT,3658
2025,1,KIA,KIA PICANTO,3621
2025,1,AUDI,AUDI A1,3600
2025,1,SKODA,SKODA FABIA,3570
2025,1,BMW,BMW I4,3560
2025,1,VOLVO,VOLVO XC60,3553
2025,1,SKODA,SKODA ENYAQ,3545
2025,1,CUPRA,CUPRA FORMENTOR,3522
2025,1,LAND ROVER,LAND ROVER RANGE ROVER SPORT,3454
2025,1,AUDI,AUDI Q3,3432
2025,1,MERCEDES,MERCEDES A CLASS,3382
2025,1,MERCEDES,MERCEDES CLA CLASS,3378
2025,1,MERCEDES,MERCEDES GLA CLASS,3376
2025,1,RENAULT,RENAULT SYMBIOZ,3376
2025,1,SKODA,SKODA KAROQ,3362
2025,1,MINI,MINI COUNTRYMAN,3288
2025,1,MAZDA,MAZDA CX-5,3274
2025,1,SKODA,SKODA KAMIQ,3193
2025,1,KIA,KIA CEED,3134
2025,1,DACIA,DACIA DUSTER,3089
2025,1,TOYOTA,TOYOTA COROLLA,3052
2025,1,AUDI,AUDI Q6 E-TRON,3014
2025,1,RENAULT,RENAULT CAPTUR,2980
2025,1,VOLKSWAGEN,VOLKSWAGEN ID4,2965
2025,1,SEAT,SEAT IBIZA,2927
2025,1,MG,MG 3,2913
2025,1,BMW,BMW 3 SERIES,2886
2025,1,PORSCHE,PORSCHE MACAN,2876
2025,1,FORD,FORD EXPLORER PREMIUM EV,2840
2025,1,MERCEDES,MERCEDES EQA CLASS,2794
2025,1,FIAT,FIAT 500,2762
2025,1,BMW,BMW 2 SERIES,2740
2025,1,MG,MG 4,2708
2025,1,VOLKSWAGEN,VOLKSWAGEN T-CROSS,2704
2025,1,BMW,BMW X1,2651
2025,1,HYUNDAI,HYUNDAI I20,2649
2025,1,BMW,BMW X5,2527
2025,1,DACIA,DACIA SANDERO,2511
2025,1,KIA,KIA STONIC,2507
2025,1,MERCEDES,MERCEDES EQB CLASS,2389
2025,1,VOLVO,VOLVO XC90,2376
2025,1,CUPRA,CUPRA BORN,2230
2025,1,DACIA,DACIA JOGGER,2221
2025,1,MAZDA,MAZDA CX-30,2220
2025,1,LEXUS,LEXUS LBX,2193
2025,1,JAECOO,JAECOO 7 LUXURY 4X4 AUTO,2181
2025,1,MERCEDES,MERCEDES GLC CLASS,2166
2025,1,VOLVO,VOLVO EX30,2103
2025,1,PEUGEOT,PEUGEOT 5008,2102
2025,1,POLESTAR,POLESTAR POLESTAR 4,2080
2025,1,TOYOTA,TOYOTA PRIUS,2054
2025,1,OMODA,OMODA 5 NOBLE AUTO,2040
2025,1,SKODA,SKODA OCTAVIA,2019
2025,1,RENAULT,RENAULT SCENIC,2008
2025,1,LAND ROVER,LAND ROVER RANGE ROVER,2002
2025,1,FORD,FORD TOURNEO,1990
2025,1,AUDI,AUDI Q2,1980
2025,1,VOLKSWAGEN,VOLKSWAGEN TAIGO,1914
2025,1,BMW,BMW X3,1840
2025,1,VOLKSWAGEN,VOLKSWAGEN ID3,1829
2025,1,BMW,BMW I5,1790
2025,1,SEAT,SEAT ARONA,1789
2025,1,MAZDA,MAZDA 2,1763
